movie_id,rank,movie_title,release_date,distributor,genre,gross_2024,tickets_sold,release_year
299,300,Exhibiting Forgiveness,2024/10/18,Roadside Attractions,Drama,506520.0,44785.0,2024
300,301,How the Grinch Stole Christmas,2000/11/17,Universal,Adventure,486080.0,42978.0,2000
301,302,The Magnificent Seven,1956/11/19,Janus Films,Action,482258.0,42640.0,1956
302,303,William Shatner: You Can Ca…,2024/03/22,Falling Forward F…,Documentary,480991.0,42528.0,2024
303,304,Back to the Future,1985/07/03,Fathom Events,Adventure,475835.0,42072.0,1985
304,305,Harry Potter and the Half-B…,2009/07/15,Warner Bros.,Adventure,458189.0,40512.0,2009
305,306,Skincare,2024/08/16,IFC Films,Thriller/Suspense,456590.0,40370.0,2024
306,307,Snack Shack,2024/03/15,Republic Pictures,Comedy,455708.0,40292.0,2024
307,308,Les Misérables,2012/12/25,Universal,Musical,450370.0,39821.0,2012
308,309,The Critic,2024/09/13,Greenwich,Thriller/Suspense,449020.0,39701.0,2024
309,310,Azrael,2024/09/27,IFC Films,Action,433861.0,38361.0,2024
310,311,Dragonkeeper,2024/05/03,Viva Pictures,Adventure,426776.0,37734.0,2024
311,312,Scrambled,2024/02/02,Roadside Attractions,Comedy,422555.0,37361.0,2024
312,313,Harry Potter and the Goblet…,2005/11/18,Warner Bros.,Adventure,421798.0,37294.0,2005
313,314,One From the Heart,1982/02/12,Rialto Pictures,Drama,421742.0,37289.0,1982
314,315,JESUS: a Deaf Missions film,2024/06/20,Iconic Releasing,Drama,417579.0,36921.0,2024
315,316,The Beast,2024/04/05,Janus Films,Drama,413978.0,36603.0,2024
316,317,Ghost in the Shell 2: Innoc…,2004/09/17,GKIDS,Action,409592.0,36215.0,2004
317,318,Harry Potter and the Chambe…,2002/11/15,Warner Bros.,Adventure,388375.0,34339.0,2002
318,319,"Veteran 2: I, The Executioner",2024/09/27,Blue Fox Entertai…,Action,388067.0,34312.0,2024
319,320,Hard Miles,2024/04/19,Blue Fox Entertai…,Drama,386891.0,34208.0,2024
320,321,Rob Peace,2024/08/16,Republic Pictures,Drama,383520.0,33910.0,2024
321,322,Spider-Man: Homecoming,2017/07/07,Sony Pictures,Action,379836.0,33584.0,2017
322,323,Blazing Saddles,1974/02/07,Fathom Events,Comedy,378189.0,33438.0,1974
323,324,Back to the Future Part II,1989/11/22,Universal,Adventure,361195.0,31936.0,1989
324,325,Good One,2024/08/09,Metrograph Pictures,Drama,352135.0,31135.0,2024
325,326,Shrek,2001/05/18,Dreamworks SKG,Adventure,348410.0,30805.0,2001
326,327,Forty-Seven Days with Jesus,2024/03/11,Fathom Events,Drama,348317.0,30797.0,2024
327,328,"Paris, Texas",1984/11/09,20th Century Fox,Drama,345760.0,30571.0,1984
328,329,Anselm,2023/12/08,Janus Films,Documentary,344601.0,30469.0,2023
329,330,Casablanca,1943/01/23,Cinemark,Drama,343492.0,30371.0,1943
330,331,Twilight of the Warriors: W…,2024/08/09,Well Go USA,Action,336003.0,29708.0,2024
331,332,Harry Potter and the Order …,2007/07/11,Warner Bros.,Adventure,326632.0,28880.0,2007
332,333,Miller’s Girl,2024/01/26,Lionsgate,Thriller/Suspense,321000.0,28382.0,2024
333,334,The Fall,2008/05/09,Roadside Attractions,Drama,317042.0,28032.0,2008
334,335,A Silent Voice,2019/01/31,GKIDS,Drama,314966.0,27848.0,2019
335,336,How to Make Millions Before…,2024/09/13,Well Go USA,Drama,303772.0,26859.0,2024
336,337,Memory,2023/12/22,Ketchup Entertain…,Drama,302971.0,26788.0,2023
337,338,A Nightmare on Elm Street,1984/11/09,New Line,Horror,300380.0,26559.0,1984
338,339,Dunki,2023/12/21,Yash Raj Films,Comedy,299344.0,26467.0,2023
339,340,Harry Potter and the Deathl…,2010/11/19,Warner Bros.,Adventure,298505.0,26393.0,2010
340,341,We Grown Now,2024/04/19,Sony Pictures Cla…,Drama,296535.0,26219.0,2024
341,342,Kung Fu Panda,2008/06/06,Paramount Pictures,Adventure,292955.0,25902.0,2008
342,343,Accidental Texan,2024/03/08,Roadside Attractions,Comedy,292687.0,25879.0,2024
343,344,Fallen Leaves,2023/11/17,MUBI,Drama,289545.0,25601.0,2023
344,345,I Am: Celine Dion,2024/06/21,Amazon MGM Studios,Documentary,283358.0,25054.0,2024
345,346,Spider-Man: Across the Spid…,2023/06/02,Sony Pictures,Adventure,282435.0,24972.0,2023
346,347,Housekeeping for Beginners,2024/04/05,Focus Features,Drama,280510.0,24802.0,2024
347,348,Minions: The Rise of Gru,2022/07/01,Universal,Adventure,278930.0,24662.0,2022
348,349,Gremlins,1984/06/08,Warner Bros.,Comedy,275692.0,24376.0,1984
349,350,The Hopeful,2024/04/17,Fathom Events,Drama,273569.0,24188.0,2024
350,351,How to Train Your Dragon,2010/03/26,Paramount Pictures,Adventure,270745.0,23939.0,2010
351,352,National Anthem,2024/07/12,LD Entertainment,Drama,268183.0,23712.0,2024
352,353,The Batman,2022/03/04,Warner Bros.,Action,267320.0,23636.0,2022
353,354,The Lost Boys,1987/07/31,Warner Bros.,Horror,265451.0,23470.0,1987
354,355,Dr. Seuss’ The Grinch,2018/11/09,Universal,Adventure,262165.0,23180.0,2018
355,356,The Promised Land,2024/02/02,Magnolia Pictures,Drama,257749.0,22789.0,2024
356,357,Escape,2024/07/05,Well Go USA,Action,256979.0,22721.0,2024
357,358,The Carpenter,2024/11/01,Purdie Distribution,Drama,247568.0,21889.0,2024
358,359,The Sweet East,2023/12/01,Utopia,Drama,245709.0,21725.0,2023
359,360,The Room Next Door,2024/12/20,Sony Pictures Cla…,Drama,244912.0,21654.0,2024
360,361,The Seed of the Sacred Fig,2024/11/27,Neon,Drama,243535.0,21533.0,2024
361,362,Nostalghia,2013/05/31,Kino Lorber,Documentary,243162.0,21500.0,2013
362,363,Hijack 1971,2024/07/05,Sony Pictures,Drama,242069.0,21403.0,2024
363,364,Nickel Boys,2024/12/13,Amazon MGM Studios,Drama,236973.0,20953.0,2024
364,365,Indigo Girls: It’s Only Lif…,2024/04/10,Oscilloscope Pict…,Documentary,232803.0,20584.0,2024
365,366,Noryang: Deadly Sea,2023/12/22,Well Go USA,Action,232584.0,20564.0,2023
366,367,Batman,1989/06/23,Warner Bros.,Action,231505.0,20469.0,1989
367,368,The Old Oak,2024/04/05,Zeitgeist,Drama,229763.0,20315.0,2024
368,369,Animal,2023/12/01,Moksha Movies,Action,229418.0,20285.0,2023
369,370,Just a Bit Outside: The Sto…,2024/09/13,Canonball Product…,Documentary,227810.0,20142.0,2024
370,371,Asphalt City,2024/03/29,Roadside Attractions,Thriller/Suspense,220970.0,19538.0,2024
371,372,Ghost Cat Anzu,2024/11/15,GKIDS,Drama,218261.0,19298.0,2024
372,373,September 5,2024/12/13,Paramount Pictures,Drama,217151.0,19200.0,2024
373,374,Pandas,2018/04/06,IMAX Films,Documentary,215347.0,19040.0,2018
374,375,The People’s Joker,2024/04/05,Altered Innocence,Comedy,213555.0,18882.0,2024
375,376,The Dark Knight,2008/07/18,Warner Bros.,Action,211676.0,18716.0,2008
376,377,Trailer Park Boys Presents:…,2024/12/06,Blue Fox Entertai…,Comedy,210000.0,18568.0,2024
377,378,The Thing,1982/06/25,Universal,Horror,206355.0,18245.0,1982
378,379,The Lego Movie,2014/02/07,Warner Bros.,Adventure,205354.0,18157.0,2014
379,380,Luther: Never Too Much,2024/11/01,Giant Pictures,Documentary,202796.0,17931.0,2024
380,381,Aggro Dr1ft,2024/02/09,EDGLRD,Action,201351.0,17803.0,2024
381,382,TAYLOR SWIFT | THE ERAS TOUR,2023/10/13,AMC Theatres Dist…,Concert/Perfor…,199943.0,17678.0,2023
382,383,Mars Express,2024/05/03,GKIDS,Thriller/Suspense,199289.0,17621.0,2024
383,384,Beetle Juice,1988/03/30,Warner Bros.,Comedy,195469.0,17283.0,1988
384,385,The Shift,2023/12/01,Angel Studios,Thriller/Suspense,192985.0,17063.0,2023
385,386,Purple Rain,1984/07/27,Warner Bros.,Drama,191969.0,16973.0,1984
386,387,I Did It My Way,2024/01/12,Well Go USA,Action,190686.0,16860.0,2024
387,388,The Big Lebowski,1998/03/06,Fathom Events,Comedy,187520.0,16580.0,1998
388,389,Femme,2024/03/22,Utopia,Drama,187053.0,16539.0,2024
389,390,Pride and Prejudice,2005/11/11,Focus Features,Drama,186515.0,16491.0,2005
390,391,A Christmas Story,1983/11/18,Fathom Events,Comedy,185186.0,16374.0,1983
391,392,Psycho,1960/03/08,Fathom Events,Horror,181230.0,16024.0,1960
392,393,Amelie,2001/11/02,Sony Pictures,Romantic Comedy,180081.0,15922.0,2001
393,394,Get Away,2024/12/06,IFC Films,Horror,179897.0,15906.0,2024
394,395,The Conversation,1974/04/07,Rialto Pictures,Thriller/Suspense,179773.0,15895.0,1974
395,396,How to Have Sex,2024/02/02,MUBI,Drama,177380.0,15683.0,2024
396,397,Le Samouraï (1972) (Re-Rele…,1997/02/28,,Thriller/Suspense,177215.0,15669.0,1997
397,398,Last Summer,2024/06/28,Janus Films,Drama,174977.0,15471.0,2024
398,399,I Used to Be Funny,2024/06/07,Utopia,Comedy,171756.0,15186.0,2024
399,400,Saltburn,2023/11/17,Amazon MGM Studios,Thriller/Suspense,169317.0,14971.0,2023
400,401,Bocchi The Rock! Recap Part…,2024/10/04,Crunchyroll,,167948.0,14850.0,2024
401,402,Coup!,2024/08/02,Greenwich,Comedy,166559.0,14727.0,2024
402,403,Remembering Gene Wilder,2024/03/15,Kino Lorber,Documentary,166233.0,14698.0,2024
403,404,The Monk and the Gun,2024/02/09,Roadside Attractions,Drama,165470.0,14630.0,2024
404,405,No Way Up,2024/02/16,IFC Films,Adventure,163756.0,14479.0,2024
405,406,A Cat’s Life,2024/03/29,Blue Fox Entertai…,Adventure,162363.0,14356.0,2024
406,407,The Iron Giant,1999/08/04,Warner Bros.,Adventure,159179.0,14074.0,1999
407,408,Vertigo (1958) (Re-Release),1996/10/04,Paramount Pictures,Thriller/Suspense,158085.0,13977.0,1996
408,409,Christmas Eve in Miller’s P…,2024/11/08,IFC Films,Comedy,157305.0,13908.0,2024
409,410,The Peasants,2024/01/26,Sony Pictures Cla…,Drama,155188.0,13721.0,2024
410,411,Weak Layers,2024/01/05,Greenwich,Comedy,154445.0,13656.0,2024
411,412,The Good Half,2024/07/23,Utopia,Comedy,151894.0,13430.0,2024
412,413,North by Northwest,1959/01/01,Fathom Events,Thriller/Suspense,151019.0,13353.0,1959
413,414,2001: A Space Odyssey,1968/04/02,MGM,Adventure,149859.0,13250.0,1968
414,415,Tokyo Cowboy,2024/08/30,Purdie Distribution,Drama,149575.0,13225.0,2024
415,416,Bird,2024/11/08,MUBI,Drama,147838.0,13071.0,2024
416,417,"Oh, Canada",2024/12/06,Kino Lorber,Drama,147068.0,13003.0,2024
417,418,Run Lola Run,1999/06/18,Sony Pictures Cla…,Thriller/Suspense,144758.0,12799.0,1999
418,419,Thanksgiving,2023/11/17,Sony Pictures,Horror,144612.0,12786.0,2023
419,420,The Rocky Horror Picture Show,1975/09/26,Walt Disney,Musical,144000.0,12732.0,1975
420,421,Soundtrack to a Coup d’Etat,2024/11/01,Kino Lorber,Documentary,143382.0,12677.0,2024
421,422,The Land Before Time,1988/11/18,Universal,Adventure,142425.0,12593.0,1988
422,423,The End,2024/12/06,Neon,Musical,141660.0,12525.0,2024
423,424,Raayan,2024/07/26,,Action,140000.0,12378.0,2024
424,425,Scott Pilgrim vs. The World,2010/08/13,Universal,Comedy,133705.0,11822.0,2010
425,426,Poolman,2024/05/10,Vertical Entertai…,Comedy,131000.0,11583.0,2024
426,427,Love Actually,2003/11/07,Universal,Romantic Comedy,130875.0,11572.0,2003
427,428,Sometimes I Think About Dying,2024/01/26,Oscilloscope Pict…,Comedy,130457.0,11535.0,2024
428,429,Shaun of the Dead,2004/09/24,Focus Features,Comedy,128790.0,11387.0,2004
429,430,¡Casa Bonita Mi Amor!,2024/09/06,MTV Documentary F…,Documentary,128531.0,11364.0,2024
430,431,Across the River and Into t…,2024/08/30,Level 33,Drama,128342.0,11348.0,2024
431,432,Shrek 2,2004/05/19,Universal,Adventure,123485.0,10918.0,2004
432,433,Customs Frontline,2024/07/19,Well Go USA,Action,122095.0,10795.0,2024
433,434,Eyes Wide Shut,1999/07/16,Warner Bros.,Drama,121174.0,10714.0,1999
434,435,About Dry Grasses,2024/02/23,Janus Films,Drama,118988.0,10521.0,2024
435,436,Dazed and Confused,1993/09/24,Focus Features,Comedy,117625.0,10400.0,1993
436,437,The Neverending Story,1984/07/20,Fathom Events,Adventure,116940.0,10340.0,1984
437,438,Sugarcane,2024/08/09,National Geograph…,Documentary,112251.0,9925.0,2024
438,439,War Game,2024/08/02,Submarine Deluxe,Thriller/Suspense,111088.0,9822.0,2024
439,440,Inception,2010/07/16,Warner Bros.,Thriller/Suspense,108832.0,9623.0,2010
440,441,Dial M for Murder (1954),1954/05/29,Warner Bros.,Thriller/Suspense,108790.0,9619.0,1954
441,442,God & Country: The Rise Of …,2024/02/16,Oscilloscope Pict…,Documentary,108385.0,9583.0,2024
442,443,Monster,2023/11/22,Well Go USA,Thriller/Suspense,107975.0,9547.0,2023
443,444,Army of Shadows,2006/04/28,Rialto Pictures,Drama,106027.0,9375.0,2006
444,445,Stress Positions,2024/04/19,Neon,Comedy,105995.0,9372.0,2024
445,446,Los Frikis,2024/12/20,Falling Forward F…,Drama,104995.0,9283.0,2024
446,447,Casper,1995/05/26,Universal,Comedy,104630.0,9251.0,1995
447,448,The Crime is Mine,2023/12/25,Music Box Films,Drama,102724.0,9083.0,2023
448,449,Carol Doda Topless at the C…,2024/03/22,Picturehouse,Documentary,101134.0,8942.0,2024
449,450,Dahomey,2024/10/25,MUBI,Documentary,100959.0,8927.0,2024
450,451,Field of Dreams,1989/04/21,Universal,Drama,100610.0,8896.0,1989
451,452,TÓTEM,2024/01/26,Janus Films,Drama,100150.0,8855.0,2024
452,453,Green Border,2024/06/21,Kino Lorber,Drama,96595.0,8541.0,2024
453,454,The Mask,1994/07/29,New Line,Comedy,96486.0,8531.0,1994
454,455,The Notebook,2004/06/25,New Line,Drama,95390.0,8434.0,2004
455,456,Blade Runner,1982/06/25,Warner Bros.,Thriller/Suspense,94815.0,8383.0,1982
456,457,The Last Stop in Yuma County,2024/05/10,Well Go USA,Thriller/Suspense,94344.0,8342.0,2024
457,458,Four Daughters,2023/10/27,Kino Lorber,Documentary,94148.0,8324.0,2023
458,459,Deep Sea 3-D,2006/03/03,Warner Bros.,Documentary,91858.0,8122.0,2006
459,460,When Harry Met Sally…,1989/07/14,Columbia,Romantic Comedy,90785.0,8027.0,1989
460,461,Dandelion,2024/07/12,IFC Films,Drama,89433.0,7907.0,2024
461,462,In the Summers,2024/09/20,Music Box Films,Drama,89015.0,7870.0,2024
462,463,Fitting In,2024/02/02,Blue Fox Entertai…,Comedy,87995.0,7780.0,2024
463,464,Ryuichi Sakamoto | Opus,2024/03/15,Janus Films,Documentary,86554.0,7653.0,2024
464,465,The Sacrifice,2014/11/07,Orion Pictures,Drama,86431.0,7642.0,2014
465,466,Selena,1997/03/21,Iconic Releasing,Drama,85962.0,7601.0,1997
466,467,A Fragile Flower,2024/03/29,Atlas Distribution,Drama,83500.0,7383.0,2024
467,468,Mad Max: Fury Road,2015/05/15,Warner Bros.,Action,83436.0,7377.0,2015
468,469,Red Rooms,2024/09/06,Utopia,Thriller/Suspense,83081.0,7346.0,2024
469,470,Poltergeist,1982/06/04,Fathom Events,Horror,82913.0,7331.0,1982
470,471,The Feeling That the Time f…,2024/04/26,Magnolia Pictures,Comedy,82083.0,7258.0,2024
471,472,Born to be Wild 3D,2011/04/08,Warner Bros.,Documentary,81773.0,7230.0,2011
472,473,Practical Magic,1998/10/16,Warner Bros.,Comedy,81346.0,7192.0,1998
473,474,Ennio,2024/02/09,Music Box Films,Documentary,80431.0,7111.0,2024
474,475,Little Shop of Horrors,1986/12/19,Warner Bros.,Musical,79989.0,7072.0,1986
475,476,The Shawshank Redemption,1994/09/23,Fathom Events,Drama,79949.0,7069.0,1994
476,477,Dream Scenario,2023/11/10,A24,Black Comedy,78179.0,6912.0,2023
477,478,Willy Wonka & the Chocolate…,1971/06/30,Paramount Pictures,Musical,77971.0,6894.0,1971
478,479,Interview with the Vampire:…,1994/11/11,Warner Bros.,Horror,76804.0,6791.0,1994
479,480,DogMan,2024/03/29,Briarcliff Entert…,Drama,76394.0,6755.0,2024
480,481,Dumb & Dumber,1994/12/16,New Line,Comedy,75849.0,6706.0,1994
481,482,Omar and Cedric: If This Ev…,2024/11/20,Oscilloscope Pict…,Documentary,75189.0,6648.0,2024
482,483,Inside the Yellow Cocoon Shell,2024/01/19,Kino Lorber,Drama,75056.0,6636.0,2024
483,484,Crossing,2024/07/19,MUBI,Drama,74604.0,6596.0,2024
484,485,Do Not Expect Too Much From…,2024/03/22,MUBI,Comedy,73983.0,6541.0,2024
485,486,Hubble 3D,2010/03/19,Warner Bros.,Documentary,73668.0,6514.0,2010
486,487,Day of the Fight,2024/12/06,Falling Forward F…,Drama,72931.0,6448.0,2024
487,488,Deaner ‘89,2024/09/06,Mongrel Media,Comedy,71487.0,6321.0,2024
488,489,Classe Tous Risques,2005/11/18,Rialto Pictures,Thriller/Suspense,70659.0,6247.0,2005
489,490,Close to You,2024/08/16,Greenwich,Drama,68389.0,6047.0,2024
490,491,Sirocco and the Kingdom of …,2024/08/09,GKIDS,Adventure,67498.0,5968.0,2024
491,492,How to Come Alive With Norm…,2024/06/28,Kino Lorber,Documentary,66974.0,5922.0,2024
492,493,High & Low — John Galliano,2024/03/08,MUBI,Documentary,66511.0,5881.0,2024
493,494,Singin' in the Rain,1952/04/10,MGM,Musical,66475.0,5878.0,1952
494,495,Radical,2023/11/03,Pantelion Films,Drama,66432.0,5874.0,2023
495,496,Sebastian,2024/08/02,Kino Lorber,Drama,65636.0,5803.0,2024
496,497,Taking Venice,2024/05/17,Zeitgeist,Documentary,65334.0,5777.0,2024
497,498,Batman: Mask of the Phantasm,1993/12/25,Warner Bros.,Action,65229.0,5767.0,1993
498,499,Bad Shabbos,2024/11/29,Menemsha Entertai…,Comedy,65160.0,5761.0,2024
499,500,Under the Sea 3D,2009/02/13,Warner Bros.,Documentary,65146.0,5760.0,2009
500,501,The Count of Monte Cristo,2024/12/20,Samuel Goldwyn Films,Drama,64577.0,5710.0,2024
501,502,After Hours,1985/09/13,Warner Bros.,Black Comedy,63966.0,5656.0,1985
502,503,The Exorcist,1973/12/26,Fathom Events,Horror,63772.0,5639.0,1973
503,504,The Shade,2024/09/20,Level 33,Thriller/Suspense,63625.0,5626.0,2024
504,505,Harbin,2024/12/25,Well Go USA,Action,63555.0,5619.0,2024
505,506,Kizumonogatari: Koyomi Vamp,2024/08/28,Crunchyroll,Action,62079.0,5489.0,2024
506,507,Shayda,2023/12/01,Sony Pictures Cla…,Drama,61694.0,5455.0,2023
507,508,The Umbrellas of Cherbourg,2004/02/13,Janus Films,Multiple Genres,60852.0,5380.0,2004
508,509,Alienoid: The Return to the…,2024/01/26,Well Go USA,Action,60720.0,5369.0,2024
509,510,LiVE is SMiLE ALWAYS -Lander-,2024/08/17,Crunchyroll,Concert/Perfor…,60710.0,5368.0,2024
510,511,They Shot the Piano Player,2023/11/24,Sony Pictures Cla…,Drama,59587.0,5269.0,2023
511,512,Force of Nature: The Dry 2,2024/05/10,IFC Films,Thriller/Suspense,58690.0,5189.0,2024
512,513,The Fugitive,1993/08/06,Warner Bros.,Thriller/Suspense,58590.0,5180.0,1993
513,514,Deer Camp '86,2024/05/31,Panoramic Pictures,Comedy,58193.0,5145.0,2024
514,515,The Cowboy & the Queen,2024/09/06,Greenwich,Documentary,57589.0,5092.0,2024
515,516,Batman Returns,1992/06/18,Warner Bros.,Action,57346.0,5070.0,1992
516,517,Bloody Axe Wound,2024/12/27,IFC Films,Horror,57288.0,5065.0,2024
517,518,Paddington 2,2018/01/12,Warner Bros.,Adventure,57111.0,5050.0,2018
518,519,A Clockwork Orange,1971/12/17,Warner Bros.,Drama,56540.0,4999.0,1971
519,520,Menus-Plaisirs Les Troisgros,2023/11/22,Zipporah,Documentary,56443.0,4991.0,2023
520,521,Music for Mushrooms,2024/09/13,Area 23a,Documentary,54178.0,4790.0,2024
521,522,Batman Forever,1995/06/16,Fathom Events,Action,53879.0,4764.0,1995
522,523,Seeking Mavis Beacon,2024/08/30,Neon,Documentary,52897.0,4677.0,2024
523,524,The Outsiders,1983/03/25,Warner Bros.,Drama,52881.0,4676.0,1983
524,525,Flipside,2024/05/31,Oscilloscope Pict…,Documentary,52247.0,4620.0,2024
525,526,The Phantom of the Opera,2004/12/22,Warner Bros.,Musical,51923.0,4591.0,2004
526,527,The Beast Within,2024/07/26,Well Go USA,Horror,51860.0,4585.0,2024
527,528,Pacific Rim,2013/07/12,Warner Bros.,Action,51491.0,4553.0,2013
528,529,Sabbath Queen,2024/11/22,8 Above,Documentary,50696.0,4482.0,2024
529,530,Daaaaaali!,2024/05/24,Music Box Films,Comedy,50360.0,4453.0,2024
530,531,The Animal Kingdom,2024/03/15,Magnet Releasing,Thriller/Suspense,50320.0,4449.0,2024
531,532,Riddle of Fire,2024/03/22,Yellow Veil Pictures,Adventure,49704.0,4395.0,2024
532,533,The Settlers,2024/01/12,MUBI,Drama,49624.0,4388.0,2024
533,534,Banel & Adama,2024/06/07,Kino Lorber,Drama,49503.0,4377.0,2024
534,535,The Girl With the Needle,2024/12/06,MUBI,Drama,48849.0,4319.0,2024
535,536,Union,2024/10/18,Level Ground Prod…,Documentary,47883.0,4234.0,2024
536,537,The Vourdalak,2024/06/28,Oscilloscope Pict…,Horror,46937.0,4150.0,2024
537,538,Thabo and the Rhino Case,2024/05/03,Purdie Distribution,Adventure,46002.0,4067.0,2024
538,539,Mountains,2024/08/16,Music Box Films,Drama,45971.0,4065.0,2024
539,540,The School of Magical Anima…,2024/06/07,Blue Fox Entertai…,Adventure,45860.0,4055.0,2024
540,541,Better Man,2024/12/25,Paramount Pictures,Musical,45711.0,4042.0,2024
541,542,Limbo,2024/03/22,Music Box Films,Drama,45272.0,4003.0,2024
542,543,Humane,2024/04/26,IFC Films,Thriller/Suspense,44509.0,3935.0,2024
543,544,Time Masters,1984/07/20,Janus Films,Adventure,43686.0,3863.0,1984
544,545,Nurse Unseen,2024/10/04,,Documentary,42778.0,3782.0,2024
545,546,The Oath,2023/12/08,Freestyle Releasing,Action,41443.0,3664.0,2023
546,547,Omni Loop,2024/09/20,Magnolia Pictures,Drama,40269.0,3560.0,2024
547,548,Panda Plan,2024/10/18,Well Go USA,Comedy,40110.0,3546.0,2024
548,549,Crumb Catcher,2024/07/19,Music Box Films,Thriller/Suspense,39660.0,3507.0,2024
549,550,Leap of Faith,2024/10/04,Picturehouse,Documentary,39083.0,3456.0,2024
550,551,The Stolen Valley,2024/02/23,Blue Fox Entertai…,Western,38909.0,3440.0,2024
551,552,Household Saints,1993/09/15,Kino Lorber,Drama,38814.0,3432.0,1993
552,553,Popular Theory,2024/02/09,Blue Fox Entertai…,Comedy,38781.0,3429.0,2024
553,554,Dark Feathers: Dance Of The…,2024/08/02,Hannover House,Thriller/Suspense,38254.0,3382.0,2024
554,555,The Line,2024/10/18,Utopia,Thriller/Suspense,37774.0,3340.0,2024
555,556,Little Girl Blue,2024/11/01,Indican Pictures,Documentary,37340.0,3302.0,2024
556,557,The Absence of Eden,2024/04/12,Roadside Attractions,Drama,37265.0,3295.0,2024
557,558,Ernest Cole: Lost and Found,2024/11/22,Magnolia Pictures,Documentary,37220.0,3291.0,2024
558,559,The Wasp,2024/08/30,Shout! Factory,Thriller/Suspense,36878.0,3261.0,2024
559,560,The Concierge,2024/09/11,Crunchyroll,Adventure,36333.0,3212.0,2024
560,561,From Embers,2024/10/25,Indican Pictures,Thriller/Suspense,35826.0,3168.0,2024
561,562,Daytime Revolution,2024/10/09,Kino Lorber,Documentary,35750.0,3161.0,2024
562,563,Red Right Hand,2024/02/23,Magnolia Pictures,Action,35368.0,3127.0,2024
563,564,Basquiat,1996/08/09,Janus Films,Drama,35204.0,3112.0,1996
564,565,Cora Bora,2024/06/14,Brainstorm Media,Comedy,35040.0,3098.0,2024
565,566,Fighting Spirit: A Combat C…,2024/11/08,,Documentary,35007.0,3095.0,2024
566,567,Shoeshine,2024/06/14,Janus Films,Drama,34677.0,3066.0,2024
567,568,Sleep,2024/09/27,Magnet Releasing,Thriller/Suspense,34221.0,3026.0,2024
568,569,Trapezium,2024/09/18,Crunchyroll,Musical,32541.0,2877.0,2024
569,570,Bushman,2024/02/02,Kino Lorber,Drama,31380.0,2775.0,2024
570,571,Caligula,1999/09/17,Drafthouse Films,Drama,30815.0,2725.0,1999
571,572,To the Arctic 3D,2012/04/20,Warner Bros.,Documentary,30630.0,2708.0,2012
572,573,Once Again (For The Very Fi…,2024/10/18,Indican Pictures,Drama,30092.0,2661.0,2024
573,574,Make Me Famous,2023/06/22,Red Splat Product…,Documentary,30007.0,2653.0,2023
574,575,The World According to Alle…,2024/11/15,Magnolia Pictures,Documentary,29689.0,2625.0,2024
575,576,Killer Raccoons 2: Dark Chr…,2020/07/31,Indican Pictures,Comedy,29175.0,2580.0,2020
576,577,Gasoline Rainbow,2024/05/10,MUBI,Adventure,29068.0,2570.0,2024
577,578,Let’s Get Lost,1989/04/21,Kino Lorber,Documentary,28339.0,2506.0,1989
578,579,"Mother, Couch",2024/07/05,Film Movement,Comedy,27332.0,2417.0,2024
579,580,Inheritance to Love,2024/02/09,Purdie Distribution,Romantic Comedy,27305.0,2414.0,2024
580,581,"Food, Inc. 2",2024/04/09,Magnolia Pictures,Documentary,26502.0,2343.0,2024
581,582,Uproar,2024/03/15,Blue Fox Entertai…,Drama,26316.0,2327.0,2024
582,583,The Heart Stays,2024/03/22,Indican Pictures,Drama,26287.0,2324.0,2024
583,584,Handling the Undead,2024/05/31,Neon,Drama,26208.0,2317.0,2024
584,585,Return to Reason: Four Film…,2024/05/15,Janus Films,Multiple Genres,25487.0,2253.0,2024
585,586,Pasang: In The Shadow of Ev…,2024/01/19,A Slice of Pie Pr…,Documentary,25267.0,2234.0,2024
586,587,Porcelain War,2024/11/22,Picturehouse,Documentary,25213.0,2229.0,2024
587,588,The Small Back Room,2024/06/28,Rialto Pictures,Thriller/Suspense,25091.0,2218.0,2024
588,589,Dance First,2024/08/09,Magnolia Pictures,Drama,24914.0,2203.0,2024
589,590,Naked Acts,2024/06/14,Kino Lorber,Comedy,23957.0,2118.0,2024
590,591,Lost Soulz,2024/05/03,Kino Lorber,Educational,23522.0,2080.0,2024
591,592,Unit 262,2023/12/08,Indican Pictures,Action,23498.0,2078.0,2023
592,593,Free Time,2024/03/22,Cartilage Films,Comedy,23134.0,2045.0,2024
593,594,Inshallah a Boy,2024/01/12,Greenwich,Drama,23069.0,2040.0,2024
594,595,Black Box Diaries,2024/10/25,MTV Documentary F…,Documentary,22313.0,1973.0,2024
595,596,The Nature of Love,2024/07/05,Music Box Films,Romantic Comedy,22063.0,1951.0,2024
596,597,The Featherweight,2024/09/20,Tuckman Media,Drama,22011.0,1946.0,2024
597,598,Chicken For Linda!,2024/04/05,GKIDS,Drama,21500.0,1901.0,2024
598,599,The Wages of Fear,1955/02/16,Janus Films,Adventure,21228.0,1877.0,1955
599,600,The Marvels,2023/11/10,Walt Disney,Adventure,21068.0,1863.0,2023
600,601,Kensuke’s Kingdom,2024/10/18,Blue Fox Entertai…,Adventure,21033.0,1860.0,2024
601,602,The Burmese Harp,2024/10/18,Janus Films,Drama,20015.0,1770.0,2024
602,603,Altered Reality,2024/02/16,K Street Pictures,Thriller/Suspense,19900.0,1760.0,2024
603,604,The Pianist,2002/12/27,Rialto Pictures,Drama,19900.0,1760.0,2002
